gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group
0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,707,289,1,0
0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,814,3034,0,1
0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1292,2560,1,0
0,0,1,0,1,0,0,2,2,2,0,0,2,2,0,0,734,5093,0,5
0,1,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1014,437,1,0
0,0,0,0,1,2,1,2,0,2,0,2,2,1,1,1,1413,5743,1,4
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,53,208,0,0
1,0,1,0,1,0,0,2,2,0,2,0,0,2,1,3,563,3726,0,2
1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,137,384,1,0
0,0,0,0,1,0,0,2,0,2,2,2,2,1,1,0,898,4198,0,2
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,23,1040,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,35,1079,0,1
1,1,1,0,0,1,0,0,2,2,2,2,2,1,1,0,540,4245,1,3
1,0,1,1,1,2,2,1,1,1,1,1,1,1,0,3,79,1682,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,24,2392,0,3
1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,382,2221,0,1
0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,1199,5279,1,4
1,1,1,0,0,1,0,0,2,0,0,2,2,0,1,2,381,4344,0,4
0,0,0,0,1,2,0,2,0,2,2,2,2,2,1,1,1001,5788,0,5
1,0,0,0,0,1,0,0,0,2,0,2,0,1,1,2,262,1541,1,0
1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,409,1652,0,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,72,1060,0,1
1,0,0,0,1,2,1,0,2,0,0,2,2,0,1,1,1297,5258,1,3
0,0,1,1,1,0,0,0,0,2,0,2,0,0,1,3,539,3947,0,3
1,1,1,0,1,2,2,1,1,1,1,1,1,2,0,1,101,3516,0,5
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,70,3346,0,5
0,0,1,1,1,2,2,1,1,1,1,1,1,1,0,1,75,2139,0,2
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,820,5431,0,5
1,0,1,1,0,1,0,2,2,2,0,0,0,0,0,0,246,3152,1,3
1,0,1,1,1,2,1,0,0,0,0,2,0,0,0,2,984,5026,1,4
0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,393,1528,0,0
1,0,1,0,1,2,1,2,0,2,2,0,0,2,1,1,1124,5206,0,4
0,0,0,0,1,2,1,0,2,0,0,2,2,1,0,2,1259,6143,0,5
1,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,994,428,0,0
0,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,878,2622,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,291,134,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33,26,1,0
0,0,0,0,1,2,1,0,2,0,0,0,0,1,1,3,903,5046,0,4
1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,3,560,1410,0,0
1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,3,177,1022,0,0
0,1,0,0,1,2,1,0,2,2,0,0,0,0,1,0,998,4876,1,3
0,0,0,0,1,0,1,2,0,2,2,0,0,1,1,1,1037,3903,0,2
1,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,444,2913,0,2
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,11,2871,0,5
0,0,0,0,1,2,1,2,2,2,2,2,2,2,1,1,1510,6484,0,6
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,28,245,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19,2691,0,4
1,0,0,0,1,0,0,2,0,2,0,0,2,2,0,0,638,5079,0,5
0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,875,3713,0,2
0,0,0,0,1,0,0,0,2,2,2,2,2,1,0,3,863,3770,0,2
1,0,1,1,1,2,1,2,0,2,0,2,2,2,0,0,1379,6363,0,6
0,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2,1077,1579,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,42,2791,0,5
1,0,0,0,1,2,0,0,2,0,2,2,0,1,1,2,688,3096,0,1
1,0,0,0,1,0,0,2,0,2,2,2,2,0,0,1,872,1570,0,0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,87,2814,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,24,2936,0,5
1,1,1,0,1,2,1,2,2,2,0,0,0,0,1,2,1074,5664,0,5
0,0,0,0,1,2,1,2,0,0,2,0,0,2,1,0,988,5915,0,6
1,1,1,0,1,0,1,0,2,2,0,2,2,0,1,2,1241,2820,1,1
1,0,1,0,1,0,1,0,0,2,0,2,2,0,1,2,1176,1601,1,0
1,1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1374,1120,1,0
0,1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,1164,3974,1,2
1,1,0,0,1,0,0,0,2,0,0,2,0,0,1,2,540,2117,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,28,2063,0,3
0,1,1,0,1,2,1,0,0,0,0,0,2,0,1,2,974,1825,1,0
1,1,1,1,1,2,1,0,2,2,2,2,2,0,1,2,1447,4700,0,2
1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,3,170,1703,0,1
1,0,1,1,1,0,1,0,2,2,2,0,0,1,1,3,1011,5283,0,4
0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,187,2869,0,3
0,0,1,0,0,1,0,0,0,2,0,2,2,0,1,2,351,1476,1,0
1,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,991,427,1,0
1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,491,1886,1,1
0,1,1,1,1,0,1,0,2,2,2,2,0,0,1,1,1193,5633,0,4
0,0,0,0,1,0,0,2,2,2,2,0,2,1,0,1,784,4447,1,3
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,82,2035,1,2
1,0,1,0,1,0,1,2,2,0,2,0,0,2,0,0,986,5700,0,5
0,0,0,0,0,1,0,0,2,0,2,0,2,0,0,2,304,4403,0,5
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,86,53,0,0
0,0,0,0,1,2,1,0,0,0,2,2,2,0,0,1,1286,4659,0,3
0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,101,419,0,0
1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,390,199,0,0
1,0,0,0,0,1,0,2,2,2,2,2,0,0,1,1,458,2711,0,1
1,0,1,1,1,0,0,2,2,0,2,2,0,2,0,0,682,5313,0,6
0,0,0,0,1,2,1,0,0,2,0,0,2,0,1,2,1090,4238,1,2
1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,2,870,3105,1,1
1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,459,1812,0,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,25,1867,0,2
0,1,0,0,1,2,1,0,0,0,0,2,0,1,0,2,983,5381,0,5
0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,206,99,0,0
1,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,914,2948,0,1
1,0,1,1,1,2,0,0,0,2,2,2,2,1,1,3,872,3380,0,1
0,0,1,1,1,0,0,2,0,2,2,0,0,0,0,0,576,4370,0,4
1,0,1,1,1,0,0,2,0,2,0,0,2,1,1,1,601,3838,0,3
1,0,1,0,1,2,1,0,2,2,2,0,2,0,1,2,1269,4972,1,3
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,96,519,1,0
0,0,0,0,1,2,0,0,0,0,2,2,2,1,0,3,787,2269,1,1
0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,2,1045,4196,0,2
1,0,1,0,1,2,1,2,0,0,0,0,2,0,1,2,1075,1408,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,29,3020,0,5
0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,1,458,2064,1,1
1,0,0,0,1,2,1,0,2,2,0,2,2,2,1,0,1362,6099,0,5
1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,1,30,891,0,0
1,0,1,1,1,0,1,0,2,0,2,2,0,0,1,2,1087,1814,1,0
1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,179,2469,0,2
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,42,2657,0,4
0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,3,979,4808,0,3
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,22,2435,0,4
0,0,0,0,1,0,0,2,2,0,2,2,2,1,0,1,896,3044,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,33,2049,0,3
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,25,1152,0,1
0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,2,383,2620,0,1
1,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,997,2680,1,1
0,0,1,0,1,2,0,0,2,2,2,2,0,1,0,0,798,5084,0,4
1,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1,882,2185,0,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,36,29,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,50,1037,0,1
1,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1179,1089,1,0
1,0,0,1,1,0,1,0,2,0,0,2,2,0,1,2,1181,4640,0,3
1,0,0,0,1,0,1,2,0,0,0,2,2,0,1,2,1172,3185,1,1
1,0,1,1,1,2,0,2,2,2,0,0,2,1,0,1,759,5215,1,5
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,805,675,0,0
0,0,0,0,1,2,1,2,0,2,0,2,2,0,1,2,1378,5101,1,3
1,0,1,1,1,0,1,2,2,2,2,2,2,2,0,0,1502,6457,0,6
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,26,2843,0,5
0,0,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1087,1709,0,0
1,0,1,0,1,0,2,1,1,1,1,1,1,2,1,3,30,2524,0,4
1,0,0,0,1,2,1,2,0,2,2,2,2,2,1,2,1448,4909,0,2
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,22,2354,0,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,90,56,0,0
1,0,1,0,1,2,1,0,0,0,0,2,0,0,1,2,952,1518,1,0
0,0,1,0,1,2,0,2,2,2,2,2,2,2,0,1,1151,6035,0,5
0,0,1,1,1,0,1,2,2,2,0,0,0,1,0,0,990,5650,0,5
1,1,0,0,1,2,0,2,2,0,0,0,2,1,1,2,748,5087,0,5
1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,151,1932,0,1
1,0,0,1,0,1,0,0,0,2,2,2,2,1,0,0,455,3840,0,3
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,19,974,0,1
1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1351,5599,1,4
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,76,1815,0,2
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,16,1944,0,3
0,0,1,1,1,0,1,0,2,0,0,0,2,0,1,2,966,1388,1,0
0,1,1,0,1,2,1,0,0,0,2,2,2,1,1,2,1293,5476,0,4
0,0,0,0,1,0,1,0,0,2,0,2,2,1,1,1,1169,5432,0,4
0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,797,949,0,0
1,0,0,0,1,2,1,0,2,2,2,2,2,1,0,2,1439,6256,1,5
1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2,481,1110,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,36,1956,0,2
0,0,0,0,1,2,0,0,2,2,0,2,2,1,1,2,910,4511,0,3
0,0,1,1,0,1,0,2,0,2,2,2,2,1,0,3,567,3705,0,2
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,38,1015,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,7,1268,0,1
0,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,21,2421,0,4
0,0,1,0,1,2,1,0,2,0,0,0,2,0,1,1,1122,981,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,309,3572,0,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,18,943,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,101,2149,0,2
1,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,916,2261,1,1
1,0,0,0,1,0,1,2,2,0,2,0,2,0,1,3,1185,1298,0,0
0,0,0,0,0,1,0,0,0,2,0,2,2,0,1,0,357,3767,1,3
0,1,1,1,0,1,0,0,0,0,2,0,0,0,1,3,132,1283,0,1
1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1380,6287,1,5
1,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1071,3919,1,2
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,34,594,0,0
1,1,1,0,1,2,1,0,2,2,2,2,2,1,1,2,1484,6334,1,5
0,0,1,0,1,0,1,2,2,2,2,2,2,1,0,2,1477,5766,0,4
1,1,0,0,1,2,1,2,2,2,0,2,2,0,1,0,1456,6212,0,5
0,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,1531,6390,1,5
1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,213,2517,1,2
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,729,311,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,28,544,0,0
0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,21,2016,0,3
1,0,0,0,0,1,0,0,0,2,0,2,0,0,1,3,245,603,1,0
0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,838,2297,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,21,2076,0,3
0,0,0,0,1,0,1,0,0,2,0,0,2,0,1,1,1000,2110,0,0
1,0,1,0,1,2,0,2,0,0,0,0,2,0,1,2,644,2311,0,1
1,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1176,4153,1,2
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,30,2487,0,3
1,0,1,0,1,2,1,2,0,2,2,2,0,0,0,0,1268,5809,0,5
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,29,1080,0,1
0,0,1,1,1,0,0,2,2,0,2,2,2,2,0,2,868,4431,0,3
0,0,0,1,1,2,2,1,1,1,1,1,1,2,1,2,94,2573,0,3
0,0,1,1,1,2,1,0,2,2,0,2,0,0,1,0,1231,4608,1,3
0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,458,1249,0,0
0,0,0,0,1,2,0,2,2,2,2,0,0,1,1,1,736,5049,0,4
1,0,0,0,1,0,0,0,0,0,2,2,0,0,1,1,573,2610,0,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,323,1645,0,0
0,0,0,0,0,1,0,2,2,0,2,0,0,1,1,0,248,3348,0,3
0,1,0,0,1,0,1,0,2,0,0,2,0,0,1,2,1036,1997,0,0
0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,366,2863,0,2
0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,782,4894,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,13,3073,0,5
1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,3,311,152,1,0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,92,3223,0,4
1,0,0,0,1,0,1,0,0,2,0,2,2,0,0,2,1186,773,1,0
1,0,0,0,0,1,0,2,0,2,0,0,0,1,0,3,195,1042,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,296,1564,1,1
1,0,1,1,1,0,0,0,2,2,2,2,2,1,0,1,840,5170,0,4
1,0,1,1,1,2,0,0,0,2,2,2,2,2,1,0,919,5389,0,5
1,0,1,1,1,2,1,2,0,2,0,2,2,2,1,0,1385,6346,0,6
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,5,1006,0,1
0,0,1,1,1,2,2,1,1,1,1,1,1,1,0,3,90,3310,0,5
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,62,45,1,0
0,0,0,0,1,0,0,0,2,0,2,0,2,1,0,3,625,1948,0,0
0,0,1,1,1,0,0,2,2,2,0,0,0,1,0,0,569,4822,0,5
0,0,1,0,1,2,1,2,2,2,2,2,2,2,0,3,1527,6171,0,5
0,0,1,0,1,2,0,2,2,2,2,2,2,1,1,2,1095,5361,0,4
0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,2,440,3018,0,2
1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,139,73,1,0
1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,372,186,0,0
0,0,1,0,1,2,1,0,2,0,0,2,2,0,0,2,1302,5855,1,4
1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0,80,3264,0,5
1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,0,1187,4600,0,3
0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,389,673,1,0
1,0,1,0,1,2,0,2,0,2,0,0,2,2,1,3,712,5014,0,5
1,0,0,1,0,1,0,0,2,0,0,2,0,1,1,0,241,2497,0,2
0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,466,227,1,0
0,1,1,0,1,2,1,0,2,0,0,2,0,0,1,2,1104,459,1,0
1,0,1,1,1,0,1,2,2,2,0,2,2,2,1,1,1340,6225,0,5
1,1,1,0,1,2,1,0,0,0,0,2,0,0,1,3,1031,697,1,0
0,0,1,0,1,2,1,2,2,2,2,0,0,2,1,0,1172,6152,0,6
0,0,1,0,0,1,0,0,0,2,2,0,2,2,1,2,334,4510,0,5
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,40,2840,0,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,22,271,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,718,300,0,0
1,0,1,1,1,2,0,2,2,2,2,0,2,2,0,1,919,5727,0,6
1,0,1,1,1,2,0,2,0,0,0,2,2,1,1,0,824,3265,0,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,86,3541,0,5
0,1,1,0,1,2,1,0,0,2,0,2,2,0,1,0,1261,4317,1,2
0,1,0,0,1,2,1,2,0,2,2,2,2,2,0,1,1473,6328,0,5
0,0,1,0,1,2,0,2,0,2,2,2,2,2,1,1,994,5598,0,5
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,24,1122,0,1
0,0,0,0,1,2,2,1,1,1,1,1,1,1,0,2,70,501,0,0
0,0,0,0,1,2,1,2,2,0,2,2,2,1,1,1,1490,5794,1,4
1,0,0,0,1,0,0,2,0,2,0,0,0,0,1,3,460,554,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,28,21,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,95,1557,0,1
0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,3,441,516,0,0
0,0,1,0,1,0,0,0,2,0,0,0,2,0,1,3,538,2667,0,1
0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,971,4652,0,3
0,1,1,1,1,2,1,0,2,2,0,2,2,1,1,2,1372,6172,0,5
1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,812,3290,0,1
1,0,0,0,1,0,0,0,2,0,2,2,0,0,1,2,657,1639,0,0
0,0,1,1,1,0,1,2,2,2,2,2,2,2,1,1,1458,6418,0,6
0,0,0,0,1,2,0,0,2,2,2,2,0,1,1,0,783,4679,0,4
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,15,3150,0,5
1,0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,1579,6524,0,6
0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,405,2017,0,1
1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,2,531,1289,0,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19,708,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20,1093,0,1
1,0,0,0,1,2,1,2,0,0,2,0,2,1,0,2,1158,5869,0,5
0,0,1,1,1,0,0,2,0,2,2,0,0,1,1,3,529,4521,0,4
1,0,1,0,1,2,1,0,0,2,0,2,2,0,1,1,1322,3003,1,1
1,1,0,0,1,0,1,0,0,2,0,2,2,0,1,1,1205,3501,1,1
0,0,1,0,1,2,1,2,2,2,0,2,2,1,0,0,1464,5880,0,4
0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,2,861,2652,0,1
1,0,1,0,0,1,0,2,0,0,0,0,2,0,1,2,240,3728,0,4
0,0,0,0,1,0,0,2,2,2,2,0,0,2,1,1,625,4783,0,4
0,1,0,0,1,2,1,0,2,0,2,2,0,0,1,2,1188,5143,1,3
0,0,0,0,0,1,0,0,0,2,2,2,2,0,1,1,426,4676,0,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,90,184,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,299,1082,0,0
1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,1528,6481,0,5
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,34,2291,0,3
0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,435,1030,1,0
1,1,1,0,1,2,1,2,2,0,0,0,0,0,0,0,971,5643,0,5
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,33,197,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,28,238,0,0
1,1,1,0,1,2,1,2,0,2,0,2,2,0,1,2,1358,5635,1,4
0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,381,3855,1,3
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,36,2377,0,4
1,1,1,0,1,0,1,2,2,0,0,0,2,0,1,2,1092,3732,0,1
0,0,1,1,0,1,0,2,2,2,2,2,0,2,0,1,442,4697,0,5
0,0,0,0,1,0,1,0,2,2,0,2,2,0,1,2,1270,3968,1,2
0,1,1,0,1,0,1,2,2,0,0,2,2,1,0,3,1262,4826,0,3
0,0,0,0,1,2,0,2,2,0,2,0,0,2,1,3,662,5188,0,5
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,109,69,0,0
1,0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,1113,4274,0,2
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,734,1918,1,0
0,0,0,0,1,0,1,0,2,2,0,0,2,0,1,1,1151,3292,1,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,48,2877,0,5
0,0,1,1,1,2,1,0,2,2,2,2,2,2,1,0,1453,6385,0,6
1,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,16,591,1,0
0,1,0,0,1,0,1,2,0,0,0,2,0,0,1,1,1010,3844,0,2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,26,267,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,22,80,0,0
0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,39,106,0,0
0,0,0,0,1,2,0,2,0,2,2,2,2,1,1,1,1085,4550,0,3
1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,793,1672,0,0
0,1,1,0,0,1,0,0,2,0,0,2,2,2,1,1,365,4296,0,5
0,0,1,0,1,2,1,0,2,0,0,0,2,0,1,2,1074,3338,0,1
1,1,1,0,1,2,0,2,0,2,2,0,2,2,0,1,809,4627,0,3
1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,727,1118,0,0
0,0,1,1,1,2,1,0,0,2,2,2,2,0,1,2,1358,4498,1,2
1,0,1,1,1,0,1,2,0,2,0,0,2,0,0,2,1093,4971,0,3
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,884,382,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,303,144,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,17,10,0,0
0,1,1,1,1,2,1,0,0,2,0,0,2,0,1,1,1067,5545,0,4
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,716,1896,1,0
1,1,0,0,1,2,1,2,0,0,0,0,2,0,0,1,1112,4462,0,2
1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,138,574,1,0
1,0,1,1,1,0,1,2,2,0,0,0,2,1,1,2,1108,4369,0,2
1,0,0,0,1,2,1,0,2,0,0,0,0,0,1,2,856,4561,1,3
1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,444,827,1,0
0,1,1,0,1,0,2,1,1,1,1,1,1,2,1,3,8,2514,0,4
0,1,0,0,1,2,1,0,0,0,0,2,2,0,1,0,1190,2458,1,0
0,1,0,0,1,2,1,2,0,0,0,2,2,2,1,0,1324,6026,0,5
1,0,1,1,1,2,1,0,0,2,0,2,2,1,1,2,1278,5932,0,5
1,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,1066,6033,0,6
1,0,1,1,0,1,0,0,0,2,2,2,2,1,1,2,444,3934,0,3
1,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,472,3880,0,3
1,0,1,0,1,2,1,2,0,2,0,2,2,1,1,2,1353,5495,0,4
1,0,1,0,1,2,1,2,0,2,2,2,2,1,1,1,1484,5514,1,3
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,32,737,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,30,1294,0,1
1,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,1130,6076,0,6
1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,909,400,1,0
0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,2,471,4001,0,3
0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2,800,2910,0,1
0,0,0,1,1,2,1,0,2,2,0,2,2,1,1,1,1357,2917,0,1
0,0,1,1,1,2,1,0,2,0,2,0,0,1,1,0,967,5718,0,5
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,756,1154,1,0
1,0,0,0,1,2,1,2,2,2,0,2,2,2,1,1,1469,6320,0,5
1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,406,2307,1,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,102,1846,0,2
1,1,0,0,1,0,1,0,0,0,0,2,2,0,1,3,1083,4812,1,3
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,19,2799,0,4
0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,2,913,1331,0,0
1,0,1,1,1,2,0,2,2,0,2,2,0,1,0,3,851,3343,1,1
0,0,1,1,1,2,1,2,2,2,2,2,0,1,1,1,1376,6267,0,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,95,1227,0,1
1,0,1,0,1,2,1,0,2,2,0,2,0,0,1,0,1192,4873,1,3
1,0,1,0,1,2,1,0,2,0,2,0,2,0,1,1,1200,5445,0,4
1,1,0,0,1,0,1,2,0,0,0,0,2,0,0,2,994,4877,1,3
1,0,1,0,1,2,0,2,2,2,2,0,2,2,1,0,915,5319,0,5
