gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,121,1011,0
1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,154,866,0
0,0,1,0,1,2,1,0,0,0,0,2,0,0,1,2,1024,1767,0
1,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,887,2700,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,38,962,0
0,0,0,0,1,2,0,2,2,0,0,0,0,0,1,1,537,4312,4
0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,451,3940,3
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,94,59,0
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1066,445,0
0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,2,894,2637,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,8,1826,2
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,709,291,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,136,1473,1
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1189,3817,1
1,0,0,0,1,2,1,2,2,2,2,2,2,1,0,0,1567,6400,5
1,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,551,3134,2
1,0,0,0,1,2,1,0,0,0,1,2,2,0,1,2,1274,5004,3
1,0,1,1,1,2,0,2,0,2,2,0,2,2,0,3,820,5227,5
0,0,1,1,1,0,0,2,2,0,2,0,0,0,0,0,570,3599,2
1,0,0,0,1,2,1,0,0,0,2,2,2,0,0,2,1295,2940,1
1,1,1,1,1,2,1,0,0,2,0,2,2,0,1,2,1353,4326,2
0,0,0,0,1,2,1,0,0,1,0,1,0,0,1,2,1052,3504,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,27,2999,5
1,0,0,0,1,2,1,2,2,2,2,2,0,1,0,1,1364,6067,5
1,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,962,4981,4
1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1181,3406,1
1,0,0,0,1,0,1,2,2,0,0,2,2,0,0,2,1284,840,0
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1207,769,0
0,1,1,0,1,2,1,0,2,2,0,2,2,1,1,1,1349,5989,5
1,0,0,0,0,1,0,2,2,2,2,0,0,2,1,0,279,4128,5
1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,205,2944,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,292,135,0
0,0,0,0,1,0,1,0,2,2,2,2,2,2,1,0,1362,5349,3
1,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,997,2680,1
0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,3,629,4110,3
0,0,0,0,1,0,0,2,0,2,2,2,2,2,1,1,946,5628,5
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,713,295,0
1,0,1,0,1,2,1,2,2,2,0,0,0,1,1,2,1150,5505,4
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,81,3040,4
0,0,0,0,1,0,1,0,2,2,1,2,2,0,1,1,1365,1479,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,20,2275,3
0,0,1,0,1,2,1,0,0,2,0,2,2,1,1,2,1313,6224,5
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,35,28,0
0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,175,1131,0
0,0,1,1,1,2,1,0,1,1,0,0,0,1,0,2,1028,5780,5
0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,2,241,3376,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,374,188,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,31,24,0
1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1328,4895,3
0,0,1,1,1,0,0,2,2,2,0,0,0,1,1,3,513,3677,2
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,298,1640,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,745,321,0
0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,2,809,4771,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,41,2897,4
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,48,1054,0
0,0,0,0,1,2,1,0,0,1,0,2,2,1,0,1,1280,5615,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,14,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,38,31,0
0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,891,826,0
0,0,0,0,0,1,0,2,2,2,2,0,0,1,0,3,323,1963,1
0,0,1,1,0,1,0,2,2,0,0,0,0,0,0,0,190,3336,3
1,0,0,0,1,0,1,2,2,2,2,2,2,2,0,1,1453,6219,5
1,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1001,5072,4
0,0,0,0,1,2,0,0,0,0,2,0,1,0,1,2,638,2029,0
0,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2,1263,5842,5
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,700,3543,2
0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,3,1010,436,0
1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,388,197,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,305,2259,1
1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,909,3778,2
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,17,1760,2
1,0,1,0,1,2,1,0,2,0,2,2,0,2,1,2,1169,5673,5
0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,3,455,522,0
0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,992,3909,2
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,715,1700,0
0,0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,569,5002,5
1,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1071,3919,2
0,0,0,0,1,1,1,1,0,0,1,2,2,0,0,0,1326,2220,0
0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,917,2159,0
0,1,0,0,1,2,1,0,0,2,0,0,0,0,1,2,860,3804,2
0,0,0,0,1,2,0,0,0,0,2,2,2,1,0,3,787,2269,1
0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,895,2464,1
0,0,0,0,1,2,1,0,2,0,0,2,2,0,1,1,1285,509,0
0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,2,1007,1062,0
1,0,1,1,1,0,0,0,2,2,0,0,0,1,0,3,431,2997,2
1,0,1,1,0,1,0,0,0,2,2,2,0,0,1,2,302,3141,2
0,0,0,0,1,2,1,1,1,0,0,0,2,0,1,2,1190,3509,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,24,17,0
1,0,1,0,1,2,1,0,0,1,0,2,2,0,1,2,1279,5318,3
0,1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1371,3245,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,780,2129,0
0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,754,324,0
0,0,0,0,1,0,1,0,0,2,0,0,2,0,1,3,1018,775,0
1,0,1,1,1,0,1,2,2,0,0,0,2,1,1,2,1108,4369,2
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,95,507,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,38,31,0
1,0,1,0,1,0,0,0,2,0,2,0,2,0,1,3,611,643,0
0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,3,429,213,0
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,799,1143,0
1,0,0,0,1,2,1,0,2,2,0,2,2,2,1,0,1298,6326,6
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,713,295,0
1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,356,2053,1
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,28,1013,1
1,0,0,0,1,0,0,0,2,0,0,2,0,1,1,2,567,2018,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,344,1603,0
1,1,1,0,0,1,0,0,0,2,0,0,0,0,1,2,143,571,0
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,705,1505,0
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1167,788,0
0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,771,3135,1
0,0,1,0,1,2,1,2,2,2,0,2,0,0,1,2,1274,5165,3
1,1,0,0,1,2,1,2,2,2,0,2,2,0,1,0,1456,6212,5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,316,155,0
1,0,1,0,1,2,1,2,2,2,2,2,2,2,0,1,1554,6502,6
0,0,0,0,1,2,1,2,0,2,0,0,0,0,1,1,981,2923,1
1,0,1,1,1,2,0,2,0,0,0,0,0,0,1,0,447,3305,2
1,0,1,1,0,1,0,2,2,0,2,2,0,1,1,3,413,4284,4
0,0,1,0,1,2,1,2,2,2,2,2,2,2,0,0,1542,6411,5
0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,2,522,2402,1
1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,357,1781,1
1,0,1,0,1,0,2,1,1,1,1,1,1,0,1,0,20,715,0
0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,812,349,0
0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,2,933,3553,1
1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,33,2617,3
1,0,1,1,1,0,0,2,2,0,0,0,2,2,1,0,570,2165,1
1,0,1,0,1,2,1,2,2,0,2,0,0,0,1,1,1068,3388,1
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,34,2513,3
0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,2,969,1010,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,429,213,0
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,980,1908,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,717,824,0
1,0,0,0,1,0,0,0,2,0,2,0,2,0,1,0,639,1246,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,436,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,21,1359,1
1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,802,1199,0
0,0,0,0,1,2,0,2,0,0,0,2,0,1,0,0,620,3954,3
1,0,0,0,0,1,0,2,0,0,2,2,0,2,0,1,309,4032,4
1,0,1,1,0,1,0,2,0,2,0,0,0,1,0,3,186,3694,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,18,11,0
1,0,1,0,1,2,0,0,0,0,2,0,2,0,0,2,604,5033,5
0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,0,1143,6114,6
1,0,1,0,1,2,1,0,0,2,0,2,2,0,1,1,1281,6210,5
0,0,1,0,1,2,2,1,1,1,1,1,1,1,0,3,103,1917,2
0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,0,1171,823,0
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,31,124,0
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,805,675,0
0,1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,1094,2166,0
0,0,1,0,1,2,1,0,0,2,1,2,2,0,1,1,1308,5775,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,25,1168,1
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,32,1251,1
1,0,1,0,1,2,1,0,2,0,0,2,2,0,1,0,1261,5311,4
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,28,169,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,10,1212,1
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,978,4370,3
0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,3,451,1567,0
0,1,0,0,0,1,0,0,0,1,0,2,1,0,1,2,341,2155,1
1,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,199,1453,1
0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,259,3312,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,311,152,0
1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,2,433,4229,4
0,0,0,0,1,2,1,0,0,2,0,0,2,0,0,1,1069,3984,2
0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,510,4279,4
0,0,1,1,1,2,0,2,0,2,2,2,2,2,1,0,978,5835,6
0,1,0,0,1,2,1,0,0,0,0,2,0,1,0,2,983,5381,5
0,0,1,0,1,2,0,2,2,2,2,2,2,2,1,2,1126,6007,5
1,1,1,0,1,2,1,2,2,0,0,2,0,2,1,1,1144,5821,5
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,92,1230,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,792,874,0
1,0,0,0,1,0,1,0,2,2,2,0,2,0,1,0,1186,3808,1
0,0,0,0,1,2,1,0,2,0,0,2,0,1,1,0,1070,5839,5
0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,3,882,380,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,465,3762,2
0,0,0,0,1,2,1,0,2,2,0,2,0,1,1,2,1197,5906,5
1,0,0,0,1,2,0,0,2,0,0,0,0,0,1,3,446,559,0
1,0,1,0,1,2,1,2,0,2,2,2,2,1,1,2,1496,5708,4
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,110,2687,3
0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,2,944,2569,1
1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,792,3675,2
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,805,3423,1
1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,708,1723,0
0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,736,1726,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,28,1328,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,702,285,0
0,0,1,0,1,2,1,0,2,0,0,2,2,1,1,2,1246,5607,4
0,0,0,0,0,1,0,2,0,2,2,0,0,1,1,1,259,3893,4
0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,2,1001,4291,2
0,0,1,0,1,2,1,1,0,2,0,2,2,0,0,0,1362,3839,1
1,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,835,2812,1
1,0,1,0,1,2,0,2,0,0,0,0,2,0,1,2,644,2311,1
1,1,0,0,0,1,0,0,0,2,0,0,2,0,1,2,260,606,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,273,2057,1
0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,1,1045,2749,1
0,1,1,0,1,0,0,2,0,2,2,2,2,1,1,2,883,2385,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,93,589,0
1,0,0,0,0,1,0,2,2,0,0,0,0,0,1,3,198,529,0
0,0,1,1,1,0,0,2,2,2,0,0,0,0,0,3,565,3103,1
1,0,1,1,1,2,0,0,0,0,0,2,0,0,0,2,549,3076,2
1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,340,170,0
0,0,1,1,1,2,1,2,2,2,2,0,2,2,0,1,1421,6374,6
1,0,0,0,1,2,1,0,2,0,0,2,2,0,1,1,1267,5266,3
1,0,1,1,1,2,1,0,0,2,0,2,2,1,0,2,1280,4800,3
1,0,1,0,1,2,1,0,2,2,2,2,2,2,1,2,1434,6409,6
0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,16,894,1
0,0,0,0,1,1,1,0,0,0,0,2,2,0,1,2,1227,1112,0
0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,2,509,2325,1
0,0,1,0,1,2,1,0,2,2,2,2,2,2,1,1,1483,6082,5
1,0,1,0,0,0,0,0,2,1,2,1,1,1,0,1,546,4458,4
1,0,1,0,1,2,0,2,2,2,2,2,2,2,1,1,1131,6131,6
0,0,1,1,1,2,0,2,0,2,2,2,0,0,0,2,757,4101,2
0,1,1,0,1,0,1,0,0,0,2,2,0,0,1,3,972,1055,0
1,0,1,0,1,2,1,2,0,2,0,0,0,0,1,3,985,4743,3
0,0,1,1,1,2,1,2,0,0,0,2,2,0,1,2,1285,2564,0
0,0,1,0,1,2,1,1,0,2,2,2,2,1,0,0,1426,6184,5
1,0,1,1,1,0,1,0,2,0,2,2,0,0,1,2,1087,1814,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,300,473,0
1,0,0,0,1,2,1,0,0,0,2,2,0,0,1,1,1103,3667,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,711,293,0
0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1273,2173,0
0,0,0,0,1,0,1,0,0,2,0,2,2,1,0,3,1197,2642,1
0,1,0,0,1,2,1,1,0,2,0,2,2,0,1,1,1359,5632,4
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,103,3627,5
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,22,2428,3
0,0,1,0,1,2,0,0,0,2,2,2,2,2,1,0,908,5682,5
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,898,2282,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,32,25,0
1,0,1,1,1,2,1,2,2,2,2,0,2,2,1,1,1372,6392,6
0,0,1,0,1,2,1,2,2,2,2,2,2,2,0,1,1503,6442,6
0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,2,828,3781,2
0,0,0,1,1,0,2,1,1,1,1,1,1,2,1,3,24,3288,6
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,92,371,0
1,0,1,1,1,0,0,2,2,0,2,0,0,2,0,1,552,4428,4
0,0,1,0,1,2,1,0,2,2,2,0,0,1,1,0,1103,5892,5
0,0,0,0,1,1,1,0,2,0,0,2,2,0,0,2,1283,6149,5
0,0,1,0,1,2,1,2,2,0,2,2,2,2,1,1,1451,5994,4
1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,443,1228,0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,40,1769,2
0,0,1,0,1,0,1,2,0,2,0,2,2,2,1,0,1260,5985,5
0,0,1,0,1,0,1,0,0,2,2,2,2,2,1,1,1260,4969,3
1,0,0,0,1,0,1,2,0,0,0,0,2,0,1,3,1015,988,0
0,1,0,0,1,0,1,0,0,2,0,0,2,0,1,2,994,428,0
0,1,1,0,1,2,0,2,2,2,2,0,0,1,1,1,683,4897,4
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,643,609,0
0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,392,1104,0
1,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1361,6058,5
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,831,360,0
1,0,0,0,1,0,1,2,0,0,0,0,2,0,1,3,986,423,0
1,0,1,1,1,2,0,2,1,2,1,2,0,2,0,1,887,5468,5
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,1,982,2043,0
1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,444,827,0
0,0,0,0,1,2,0,2,2,2,0,0,0,0,1,0,649,4069,3
0,0,1,1,1,2,1,2,2,2,2,2,2,1,0,2,1520,6265,5
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,714,296,0
1,0,0,0,1,0,1,2,0,0,2,2,0,2,1,2,1071,4373,2
0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,1006,792,0
1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,786,4848,4
1,0,1,0,1,2,1,0,2,2,2,2,2,2,1,1,1479,6441,6
0,0,1,0,1,2,1,0,0,2,2,2,2,0,1,1,1320,5780,4
0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,2,799,1662,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,731,313,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,717,299,0
0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,2,477,2315,1
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,39,378,0
0,0,0,0,1,2,1,0,0,1,1,0,0,0,1,2,1024,1249,0
0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,1,476,1303,0
0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,2,893,4190,2
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,832,360,0
0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,3,436,2202,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,926,407,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,48,41,0
1,0,1,0,1,0,0,2,2,0,2,0,0,2,1,3,563,3726,2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,94,1994,2
1,1,1,0,1,2,1,0,0,2,2,2,2,0,1,2,1372,4552,2
1,0,1,0,1,2,2,1,1,1,1,1,1,1,0,0,75,3217,5
1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,881,379,0
1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,153,926,0
1,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,903,2789,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,15,1087,1
0,0,1,0,1,2,1,0,0,2,2,2,0,0,0,2,1154,5554,4
1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,824,3019,1
1,0,0,0,1,2,1,2,2,0,0,2,0,1,1,2,1183,5305,4
0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,472,230,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,724,306,0
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1196,3475,1
1,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,999,2237,0
1,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2,1100,1286,0
1,0,1,0,1,0,0,2,0,0,0,2,0,1,1,3,538,4668,5
0,1,1,0,1,2,1,2,2,2,2,2,2,2,1,0,1541,6500,6
1,0,0,0,1,0,0,0,2,0,0,0,2,2,1,2,542,4085,3
1,1,0,0,1,2,2,1,1,1,1,1,1,2,1,3,85,3491,5
1,1,1,0,1,0,1,0,0,0,0,2,2,0,1,2,1072,1804,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,107,3404,5
0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,0,483,3999,3
1,0,0,1,0,1,0,2,2,2,2,2,2,2,0,1,664,5224,6
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,793,3484,1
0,0,0,0,1,0,1,2,0,2,2,2,2,1,1,2,1348,5250,3
0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,1015,4206,2
0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,809,1653,0
0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,149,266,0
1,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1281,4626,2
1,0,0,1,1,2,1,0,2,0,0,2,2,0,1,2,1312,1302,0
1,0,1,1,1,2,1,0,2,0,0,2,2,1,0,0,1291,6239,5
0,1,1,0,1,2,1,0,0,2,0,0,0,0,0,2,883,760,0
1,0,0,0,1,0,1,0,0,2,2,2,0,0,0,3,1091,3400,1
0,0,0,0,1,0,1,0,1,2,0,2,0,0,0,2,1074,3196,1
0,0,1,1,1,2,1,0,0,0,0,2,0,0,1,2,969,3581,1
0,0,0,0,1,1,1,0,1,2,0,2,0,0,1,2,1180,4700,3
1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1077,3253,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,31,24,0
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,45,1517,2
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,807,347,0
0,1,0,0,1,2,0,2,0,0,2,0,2,0,1,2,715,4394,3
1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,148,3156,4
1,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1306,2792,1
1,1,0,0,0,1,0,0,2,0,0,2,2,0,1,1,395,861,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,733,314,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,708,1195,0
0,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,1013,3564,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,729,311,0
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,86,3541,5
1,0,0,0,1,2,1,0,0,2,0,2,0,2,1,2,1083,5494,5
0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,2,541,248,0
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,920,3080,1
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,720,867,0
0,0,0,0,0,1,0,0,0,2,2,2,2,1,0,2,442,3107,2
0,0,1,1,1,2,1,2,2,2,2,2,0,2,0,1,1396,6373,6
1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,464,969,0
0,0,1,0,1,2,1,0,0,2,2,2,2,2,1,0,1360,6259,5
0,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1217,4677,3
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,29,2200,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,714,4002,2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,8,801,0
0,0,0,0,1,0,0,2,2,0,2,2,2,1,0,1,896,3044,1
1,1,1,0,1,0,1,2,0,0,2,2,0,1,0,3,1095,4433,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,39,32,0
1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,396,1280,0
0,0,0,0,1,2,0,2,0,2,0,2,2,1,1,2,870,3575,1
1,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,792,4906,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,33,2888,5
0,1,0,0,1,1,1,0,2,1,2,2,2,0,1,0,1468,5222,3
1,1,1,0,1,2,1,0,0,0,0,2,0,0,1,2,1008,4457,3
1,0,1,1,1,2,0,2,0,0,0,0,0,0,0,2,453,2976,2
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,717,299,0
0,0,1,0,1,0,1,0,0,0,2,2,2,2,1,1,1191,5043,3
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,733,624,0
0,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1362,4580,2
0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,812,2690,1
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,891,387,0
0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,984,2589,1
1,0,1,1,1,0,1,0,2,0,2,2,0,1,1,2,1086,4452,2
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,305,496,0
0,0,0,0,1,2,1,0,2,2,0,2,0,0,1,0,1155,4760,3
0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,463,1299,0
0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,0,1420,5450,4
0,1,0,0,1,2,1,0,2,1,0,2,2,0,0,3,1364,4159,2
0,0,1,0,1,2,1,2,0,0,0,2,2,2,0,0,1263,6164,5
